ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
364	In which UK city are the headquarters of the MI6?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Secret_Intelligence_Service dbo:headquarter ?uri . ?uri dbo:country res:United_Kingdom; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q184560 wdt:P159 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
54	Give me all companies in Munich.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Company>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Munich> } UNION { ?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/Munich> } }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q4830453 . ?item wdt:P131 wd:Q1726 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
269	Which Indian company has the most employees?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Company ; dbo:location res:India ; dbo:numberOfEmployees ?n; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?n) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q4830453 . ?item wdt:P17 wd:Q668 . ?item wdt:P1128 ?em SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?em) LIMIT 1		
						
						
61	Give me all Apollo 14 astronauts.	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/mission> <http://dbpedia.org/resource/Apollo_14>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q178871 wdt:P1029 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
255	Which species does an elephant belong?	PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?label WHERE { dbr:Elephant dbp:species ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
119	What other books have been written by the author of The Fault in Our Stars?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?label WHERE { ?books dbo:author <http://dbpedia.org/resource/John_Green_(author)>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { wd:Q658375 wdt:P50 ?author. ?p wdt:P50 ?author FILTER (?p != wd:Q658375) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
132	Where is the residence of the prime minister of Spain?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Prime_Minister_of_Spain> <http://dbpedia.org/property/residence> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q844587 wdt:P263 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
126	Which instruments does Cat Stevens play?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Cat_Stevens> <http://dbpedia.org/ontology/instrument> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT DISTINCT ?pLabel WHERE { wd:Q154216 wdt:P1303 ?p. SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
14	Which other weapons did the designer of the Uzi develop?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Weapon ; dbp:designer ?x . res:Uzi dbp:designer ?x FILTER ( ?uri != res:Uzi ). ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q155644 wdt:P287 ?designer . ?item wdt:P287 ?designer . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
339	Who was Vincent van Gogh inspired by?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:influenced res:Vincent_van_Gogh; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q5582 wdt:P941 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
394	Give me all Canadian Grunge record labels.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:RecordLabel ; dbo:genre res:Grunge ; dbo:country res:Canada; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT ?itemLabel ?genreLabel WHERE { ?item wdt:P17 wd:Q16 . ?item wdt:P31 wd:Q18127 . ?item wdt:P136 wd:Q11365 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
303	What form of government is found in South Africa?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { dbr:South_Africa dbo:governmentType ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
224	Which river does the Brooklyn Bridge cross?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Brooklyn_Bridge dbo:crosses ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q125006 wdt:P177 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
26	Which U.S. states possess gold minerals?	PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, "gold", "i"). ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
271	Which country does the creator of Miffy come from?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Miffy dbo:creator ?x . ?x dbo:nationality ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q1501505 wdt:P170 ?x . ?x wdt:P27 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
322	What does IYCM stand for?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:abbreviation "IYCM"; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { ?p wdt:P1813 "IYCM"@en SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
						
44	What kind of music did Lou Reed play?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Lou_Reed> <http://dbpedia.org/ontology/genre> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT ?itemLabel WHERE { wd:Q189080 wdt:P136 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
254	Who was the wife of U.S. president Lincoln?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Abraham_Lincoln dbo:spouse ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q91 wdt:P26 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
31	Who is the tallest player of the Atlanta Falcons?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/height> ?h; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?h) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q19204627 . ?item wdt:P54 wd:Q272059 . ?item wdt:P2048 ?height . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?height) LIMIT 1		
203	In which country is Mecca located?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Mecca dbo:country ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q5806 wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
391	Show me Hemingway's autobiography.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:author res:Ernest_Hemingway ; dbo:literaryGenre res:Autobiography; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { ?p wdt:P136 wd:Q4184; wdt:P50 wd:Q23434 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
150	Which organizations were founded in 1930?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Organisation>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/formationYear> ?date } UNION { ?uri <http://dbpedia.org/ontology/foundingYear> ?date } FILTER regex(?date, "^1930") }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q43229 . ?item wdt:P571 ?date . BIND(YEAR(?date) AS ?year) FILTER(?year = 1930) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
387	Where in France is sparkling wine produced?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:wineProduced res:Sparkling_wine ; dbo:location res:France; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
201	What is the highest mountain in Saxony Germany?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { ?m dbo:mountainRange dbr:Ore_Mountains ; dbo:elevation ?height; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?height) LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502 . ?item wdt:P131 wd:Q1202 . ?item wdt:P2044 ?elev . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?elev) LIMIT 1		
						
116	What airlines are part of the SkyTeam alliance?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Airline>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/alliance> <http://dbpedia.org/resource/SkyTeam> } UNION { ?uri <http://dbpedia.org/ontology/Alliance> <http://dbpedia.org/resource/SkyTeam> } }	X	SELECT ?itemLabel WHERE { ?item wdt:P361 wd:Q212282 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
273	In what city is the Heineken brewery?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Heineken dbo:manufacturer ?x . ?x dbo:locationCity ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q180855 wdt:P131 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
163	Which Greek parties are pro-European?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/PoliticalParty> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Greece> ; <http://dbpedia.org/ontology/ideology> <http://dbpedia.org/resource/Pro-Europeanism>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X		
330	Who composed the music for Harold and Maude?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Harold_and_Maude dbo:musicComposer ?uri. ?label rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }		SELECT ?itemLabel WHERE { wd:Q368577 wdt:P86 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
						
301	What is the largest city in Australia?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Australia dbo:largestCity ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q515 . ?item wdt:P17 wd:Q408 . ?item wdt:P2046 ?area . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?area) LIMIT 1		
110	Which country has the most official languages?	SELECT DISTINCT ?label WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/property/officialLanguages> ?language; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(COUNT(?language)) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel (COUNT(?lang) AS ?x) WHERE { ?item wdt:P31 wd:Q6256 . ?item wdt:P37 ?lang . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } GROUP BY ?itemLabel ORDER BY DESC(?x) LIMIT 1		
112	Which actor played Chewbacca?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Chewbacca> <http://dbpedia.org/ontology/portrayer> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q51803 wdt:P175 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
118	Give me all Methodist politicians.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Politician> ; <http://dbpedia.org/ontology/religion> <http://dbpedia.org/resource/Methodism>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P106 wd:Q82955 . ?item wdt:P140 wd:Q33203 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
101	Give me all Australian metalcore bands.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Band> ; <http://dbpedia.org/ontology/genre> <http://dbpedia.org/resource/Metalcore>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/hometown> ?h . ?h <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }		SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q215380. ?item wdt:P136 wd:Q183862 . ?item wdt:P17 wd:Q408 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
9	Give me all actors starring in movies directed by and starring William Shatner.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?label WHERE { ?x dbo:director res:William_Shatner ; dbo:starring res:William_Shatner; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?x dbo:starring ?uri } UNION { ?x dbp:starring ?uri } }	X	SELECT ?itemLabel WHERE { ?movie wdt:P57 wd:Q16297. ?movie wdt:P161 wd:Q16297 . ?movie wdt:P161 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
5	Who is the mayor of New York City?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:New_York_City dbo:leaderName ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q60 wdt:P6 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
212	Who are the developers of DBpedia?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:DBpedia dbo:developer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q465 wdt:P170 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
19	Who created the comic Captain America?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Captain_America dbo:creator ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q190679 wdt:P170 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
136	Show me all songs from Bruce Springsteen released between 1980 and 1990.	SELECT DISTINCT ?label WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Song> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Bruce_Springsteen> . ?uri <http://dbpedia.org/ontology/releaseDate> ?date . FILTER (?date >= '1980-01-01'^^xsd:date && ?date <= '1990-12-31'^^xsd:date) . ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X (no release date)	SELECT DISTINCT ?itemLabel ?year WHERE { ?item wdt:P86 wd:Q1225 . ?item wdt:P577 ?date . BIND(YEAR(?date) AS ?year) FILTER (?year >= 1980) FILTER (?year < 1991) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
